date,customer_id,product_id,quantity,amount,payment_method
2024-03-29,371,49,10,4402.3,PayPal
2025-04-21,34,58,8,4513.76,Bank Transfer
2024-09-16,297,87,4,715.36,Bank Transfer
2024-04-25,363,42,3,664.32,Cash
2023-12-22,73,71,8,6936.24,Credit Card
2025-03-16,40,92,4,1665.24,Credit Card
2024-05-16,487,68,9,7738.83,Bank Transfer
2024-09-15,140,34,3,1557.24,Cash
2025-03-04,333,77,9,2688.57,PayPal
2024-10-23,328,98,10,6506.8,Credit Card
2024-08-14,107,58,8,7652.56,Cash
2025-05-27,82,35,7,753.48,Bank Transfer
2024-04-03,371,28,2,1824.02,Credit Card
2025-07-08,415,28,1,768.72,Credit Card
2024-10-24,321,34,1,52.47,PayPal
2025-07-18,343,36,1,827.55,Cash
2025-04-28,33,88,7,908.6,Bank Transfer
2024-12-09,318,71,7,299.67,PayPal
2025-08-09,145,78,8,2174.64,Credit Card
2024-11-01,265,54,1,18.31,Bank Transfer
2024-03-22,166,92,6,5215.44,PayPal
2025-11-26,478,58,6,3501.66,Credit Card
2025-03-11,280,27,10,7375.3,Credit Card
2024-06-28,433,98,6,2400.18,Cash
2025-02-12,300,83,1,614.57,Bank Transfer
2024-07-21,151,40,8,5699.28,PayPal
2024-04-02,224,6,4,803.52,PayPal
2025-10-09,49,38,2,1015.48,Bank Transfer
2024-08-09,139,59,5,1775.45,Cash
2024-03-25,315,66,9,420.93,Bank Transfer
2024-05-06,18,33,10,3711.1,Credit Card
2025-12-09,497,8,6,5964.3,PayPal
2025-04-27,11,1,4,1082.24,Bank Transfer
2024-02-24,481,59,2,893.1,Cash
2024-04-02,490,31,8,6929.84,Credit Card
2024-05-31,46,54,7,5309.5,PayPal
2025-08-09,110,89,6,4829.22,Bank Transfer
2025-02-19,97,33,1,567.26,Credit Card
2025-11-18,40,4,10,3374.5,Bank Transfer
2024-09-12,268,22,5,893.55,PayPal
2025-02-07,389,99,6,3771.84,PayPal
2024-07-05,164,42,9,2675.88,Credit Card
2025-02-10,384,31,10,4567.4,Cash
2024-01-30,42,99,7,256.06,PayPal
2025-09-21,460,81,7,1056.72,Bank Transfer
2025-03-04,232,86,8,5982.8,PayPal
2023-12-29,277,100,10,7829.2,Cash
2024-07-09,223,95,7,6928.74,Credit Card
2025-06-24,148,22,1,151.46,Credit Card
2024-06-26,184,63,8,7088.08,PayPal
2025-03-01,71,70,2,815.68,Credit Card
2025-02-08,48,42,5,1779.95,Bank Transfer
2024-10-30,36,54,1,817.52,Cash
2025-10-08,208,92,10,1249.2,PayPal
2024-10-15,453,61,2,410.9,Cash
2024-10-09,5,84,9,573.21,Cash
2025-04-21,226,99,8,2159.52,Bank Transfer
2024-06-24,415,73,5,4807.05,PayPal
2024-05-25,420,16,3,1643.67,PayPal
2024-04-23,476,34,1,932.73,PayPal
2024-02-03,335,99,9,8826.48,PayPal
2024-06-04,392,58,8,5205.52,Credit Card
2024-03-15,450,20,2,796.76,Cash
2025-01-25,58,70,10,4099.6,Bank Transfer
2024-05-09,462,93,6,4980.66,Bank Transfer
2025-09-27,278,20,9,6648.75,Cash
2024-05-21,465,20,6,1652.16,PayPal
2025-07-26,238,12,3,483.39,Cash
2025-04-10,202,26,9,7697.43,PayPal
2024-03-20,455,62,8,1789.52,Bank Transfer
2025-09-01,485,21,9,1486.98,PayPal
2025-12-09,409,91,3,2663.07,Credit Card
2024-10-24,53,46,8,5577.6,Bank Transfer
2025-08-22,19,12,7,6759.97,Credit Card
2024-01-10,259,93,3,2830.29,PayPal
2025-02-23,253,4,10,3993.5,Bank Transfer
2025-08-20,481,5,4,3549.84,PayPal
2024-11-30,365,86,2,610.32,PayPal
2024-08-02,294,81,6,1220.82,Bank Transfer
2024-02-08,114,65,3,560.07,Bank Transfer
2024-04-08,168,34,8,3584.8,Credit Card
2025-08-25,145,19,5,3739.85,Credit Card
2024-07-15,448,10,6,5386.56,Cash
2024-06-22,156,16,3,833.79,Bank Transfer
2025-08-28,401,30,5,2030.0,Credit Card
2025-03-24,105,81,6,5211.84,Credit Card
2025-09-08,231,40,1,272.29,Cash
2025-06-06,174,42,4,2567.88,Credit Card
2024-04-21,225,36,7,6058.85,Cash
2025-06-06,260,26,5,4631.55,PayPal
2025-07-31,396,41,3,1004.01,Credit Card
2025-04-13,29,60,9,8867.25,Credit Card
2025-09-06,433,75,9,2595.87,Bank Transfer
2025-06-18,281,75,7,4088.07,Credit Card
2024-10-27,350,62,1,180.15,Cash
2025-04-08,483,13,8,4123.76,Cash
2024-11-08,345,79,1,165.08,Bank Transfer
2025-06-30,173,68,3,2492.94,Cash
2025-02-06,82,1,6,1190.82,Credit Card
2024-12-14,211,71,10,5785.8,Bank Transfer
2023-12-24,58,1,4,2986.04,Credit Card
2024-06-06,218,79,8,7101.2,Credit Card
2025-04-28,190,93,10,611.8,Cash
2024-01-23,441,91,2,371.18,Credit Card
2025-03-28,369,49,6,3896.34,Credit Card
2024-09-30,190,73,6,5599.62,Cash
2024-09-01,464,70,9,4668.3,PayPal
2025-03-13,139,76,1,158.21,Bank Transfer
2025-11-17,13,47,3,1747.56,Credit Card
2025-10-28,55,94,10,7875.9,Bank Transfer
2025-03-14,364,40,8,7154.8,Cash
2024-01-15,55,12,8,3861.44,PayPal
2024-07-16,394,11,8,1553.68,Cash
2025-07-16,139,38,1,242.97,Bank Transfer
2024-02-03,46,52,8,6784.96,Bank Transfer
2025-06-15,120,51,8,808.16,Bank Transfer
2025-10-08,83,38,8,7329.36,Bank Transfer
2025-08-27,136,72,1,598.01,Cash
2024-07-29,297,31,6,1614.36,Credit Card
2024-12-30,47,35,5,2418.7,Credit Card
2025-04-08,2,83,2,752.82,Bank Transfer
2024-03-02,7,10,5,3468.4,Credit Card
2024-03-25,401,39,6,4923.12,Cash
2025-04-16,54,82,6,1103.34,Credit Card
2025-02-06,300,29,3,1243.77,PayPal
2024-10-04,412,83,1,85.02,Cash
2025-02-16,139,25,5,2227.6,Bank Transfer
2024-03-30,355,46,4,1453.96,Bank Transfer
2024-06-12,383,58,8,1501.44,PayPal
2025-04-13,148,33,1,171.78,Credit Card
2024-06-17,272,44,2,1945.12,Bank Transfer
2024-06-09,496,58,7,2553.6,Bank Transfer
2024-10-19,341,52,8,7266.96,Bank Transfer
2024-01-05,392,82,6,1299.3,Credit Card
2024-11-04,22,16,8,6174.56,Cash
2023-12-26,431,53,3,2336.88,Credit Card
2024-03-22,310,55,3,1941.99,Bank Transfer
2024-10-30,142,19,9,5608.98,PayPal
2024-07-25,51,39,3,192.06,PayPal
2025-10-19,428,32,10,9391.3,PayPal
2025-05-21,247,55,4,3929.56,Cash
2023-12-21,285,61,6,2464.98,Cash
2024-12-26,318,64,8,7828.4,Credit Card
2025-03-27,436,89,4,3247.96,Bank Transfer
2025-12-12,117,77,4,2487.84,Cash
2024-12-27,135,100,9,5529.33,Bank Transfer
2025-04-11,178,23,5,4358.05,Credit Card
2024-04-15,19,86,10,566.2,PayPal
2025-01-19,433,6,5,327.7,Credit Card
2023-12-21,304,13,4,2120.72,Credit Card
2023-12-25,394,83,10,4462.9,Cash
2024-01-29,267,84,2,1682.18,Bank Transfer
2023-12-19,326,86,3,2694.48,Bank Transfer
2025-11-15,213,65,9,2022.3,PayPal
2024-10-07,499,63,3,1429.95,Bank Transfer
2025-01-12,143,19,7,6231.47,Cash
2025-07-21,159,7,6,3481.98,Bank Transfer
2025-06-12,424,2,7,5967.08,Cash
2025-11-11,209,5,7,1227.73,PayPal
2024-06-09,356,90,2,1698.12,Bank Transfer
2025-05-06,56,74,2,966.38,Cash
2025-11-06,450,69,8,6150.24,PayPal
2024-12-20,75,45,1,832.31,PayPal
2024-11-15,400,77,10,9079.6,Credit Card
2024-02-26,11,79,7,6778.31,Bank Transfer
2024-04-12,360,97,7,4165.14,Credit Card
2024-11-27,2,92,8,2899.44,PayPal
2025-04-26,381,14,5,1284.7,Credit Card
2025-04-05,489,38,7,1710.1,PayPal
2024-04-26,483,87,3,1671.78,Credit Card
2024-08-08,443,72,5,1967.15,PayPal
2024-02-16,206,52,6,5264.7,Credit Card
2025-02-20,487,95,2,1105.38,Credit Card
2025-10-06,143,45,2,1128.68,Bank Transfer
2025-03-14,171,31,2,704.3,Credit Card
2024-04-27,289,72,10,2463.9,Bank Transfer
2024-05-08,38,81,7,1765.33,Bank Transfer
2024-07-15,281,72,4,2266.44,Bank Transfer
2024-06-29,69,4,3,1306.62,Cash
2025-02-27,245,69,8,3502.24,Bank Transfer
2025-08-15,395,59,2,1957.56,Bank Transfer
2024-06-08,438,85,3,2416.71,PayPal
2024-09-15,159,36,4,926.2,Credit Card
2025-03-05,468,5,9,7866.36,Cash
2024-05-10,444,50,8,6346.88,Bank Transfer
2025-07-13,411,12,1,117.23,Cash
2024-01-03,321,7,7,1402.87,Credit Card
2025-11-27,361,26,2,1606.6,PayPal
2024-04-20,59,12,2,887.48,PayPal
2025-05-02,123,8,5,4106.15,PayPal
2024-08-24,176,86,8,6876.64,PayPal
2024-04-06,307,86,3,1522.47,Credit Card
2025-11-21,167,2,4,159.12,Cash
2025-02-03,268,62,7,6856.15,Cash
2025-04-30,242,91,10,6215.2,PayPal
2025-04-01,496,40,5,4005.7,Credit Card
2025-03-10,287,33,6,565.92,Credit Card
2025-07-02,276,64,1,436.59,Credit Card
2024-03-20,271,39,4,1168.28,PayPal
2025-01-09,1,52,6,586.92,Bank Transfer
2025-07-11,218,59,8,7487.44,Credit Card
2024-09-21,197,38,9,3291.3,PayPal
2024-08-11,151,64,1,802.01,Credit Card
2024-04-10,323,57,2,1661.72,Credit Card
2025-04-14,72,86,7,3976.07,Bank Transfer
2025-04-28,208,84,5,2519.4,Bank Transfer
2024-02-24,266,10,8,593.28,PayPal
2025-06-25,103,71,3,166.5,PayPal
2025-02-26,30,1,7,2125.06,Cash
2025-02-01,93,65,7,2734.97,Credit Card
2024-02-01,164,14,5,3729.8,PayPal
2024-05-14,235,90,9,8723.79,Cash
2025-07-04,220,47,1,94.53,Bank Transfer
2025-07-31,25,25,7,5835.62,Credit Card
2024-08-10,211,92,8,2928.8,Bank Transfer
2025-02-28,90,47,7,1447.74,Credit Card
2024-05-24,244,6,9,1171.62,PayPal
2024-06-11,57,42,2,624.56,Credit Card
2025-06-18,114,40,10,9044.3,Cash
2024-04-21,330,87,10,3482.8,Cash
2024-08-10,23,51,3,2125.08,PayPal
2025-07-22,89,64,5,3384.5,PayPal
2025-08-25,109,33,3,401.91,Bank Transfer
2024-01-27,230,48,2,1451.98,Cash
2025-07-17,454,99,7,5081.93,Cash
2024-12-04,389,63,7,1854.93,Cash
2024-02-01,418,28,7,873.46,Cash
2025-10-03,414,11,9,6246.81,Credit Card
2025-04-16,251,73,4,2247.84,Bank Transfer
2025-09-11,10,27,3,184.74,Credit Card
2025-07-12,187,86,6,889.2,Cash
2025-04-26,28,77,6,3390.66,Cash
2024-10-17,309,92,1,489.2,PayPal
2025-04-15,393,3,2,527.42,Cash
2024-07-13,192,87,2,1260.44,Cash
2025-11-27,145,89,8,685.92,PayPal
2023-12-29,477,100,2,23.12,Credit Card
2025-01-06,128,35,7,6158.88,Credit Card
2024-12-09,298,81,8,7014.08,Cash
2024-12-26,210,58,3,1681.35,Cash
2025-07-04,202,20,9,8505.63,PayPal
2025-08-13,396,97,4,2675.36,PayPal
2024-06-10,380,71,5,2646.7,Cash
2024-04-30,35,72,5,2975.1,Credit Card
2024-10-22,487,22,3,1844.28,Credit Card
2024-01-15,267,14,5,2133.2,Credit Card
2024-04-02,376,76,3,2900.97,Bank Transfer
2025-12-10,45,17,2,768.66,Credit Card
2025-08-24,372,47,9,2895.84,Cash
2024-04-01,439,82,1,851.96,Credit Card
2024-05-20,313,58,9,3933.99,PayPal
2024-06-22,436,14,10,1415.9,Bank Transfer
2024-02-27,248,68,8,649.36,Bank Transfer
2025-11-09,53,5,4,1250.6,Bank Transfer
2025-05-27,454,55,5,1396.7,Cash
2025-04-18,312,5,1,827.9,Bank Transfer
2025-05-14,380,69,2,1265.96,Cash
2025-09-06,276,15,6,4114.08,Credit Card
2025-04-18,420,7,9,7172.46,PayPal
2025-01-28,199,29,8,2412.64,PayPal
2025-04-21,90,75,7,6401.92,Credit Card
2024-06-10,242,19,2,786.66,Cash
2025-09-22,274,36,10,8547.0,Credit Card
2024-11-30,186,14,10,1877.3,Cash
2025-04-30,344,34,5,2474.85,PayPal
2024-08-16,39,23,4,2538.12,PayPal
2025-05-07,35,50,10,3170.9,Cash
2025-06-15,243,53,5,325.95,Bank Transfer
2024-05-30,478,89,7,710.85,Credit Card
2024-07-29,414,74,8,1423.2,Bank Transfer
2024-10-23,190,83,1,902.54,PayPal
2025-12-16,397,26,2,839.24,Credit Card
2023-12-18,10,40,3,791.55,PayPal
2024-07-19,320,19,3,2751.0,Bank Transfer
2024-09-18,121,93,10,5133.4,Credit Card
2024-04-14,21,89,3,621.63,Credit Card
2024-05-26,408,30,10,5930.6,PayPal
2025-02-27,80,92,7,6995.59,Cash
2025-11-07,389,95,8,6765.12,Credit Card
2024-07-19,361,22,5,989.45,Bank Transfer
2023-12-31,385,83,5,973.85,Cash
2024-05-01,173,72,8,3600.48,Credit Card
2025-08-31,52,61,4,488.68,Credit Card
2024-03-09,292,49,9,7473.24,Credit Card
2025-11-11,326,58,5,887.95,Credit Card
2025-07-24,171,67,7,4597.53,Cash
2025-08-25,46,83,4,3477.4,Bank Transfer
2024-07-27,299,29,2,1612.34,Bank Transfer
2024-10-10,39,10,10,9143.7,Bank Transfer
2025-03-25,17,45,7,4513.25,Credit Card
2024-05-23,486,41,4,3138.08,Bank Transfer
2025-05-19,132,27,10,6640.0,Cash
2025-05-16,300,34,10,7383.0,Cash
2024-04-16,90,98,4,840.28,Bank Transfer
2024-11-02,109,77,9,8490.15,Credit Card
2024-04-17,17,53,4,3091.96,Credit Card
2024-06-02,33,27,7,2840.6,Credit Card
2025-08-26,355,29,3,2825.46,Credit Card
2025-10-24,427,38,8,3320.72,Bank Transfer
2024-04-29,151,93,10,216.7,Credit Card
2024-08-07,4,87,1,506.22,Bank Transfer
2024-04-22,416,8,10,3401.9,PayPal
2024-12-16,417,74,2,1858.32,Credit Card
2024-07-10,38,98,5,730.4,Cash
2025-10-31,69,20,8,5907.84,Credit Card
2024-05-01,253,28,9,5485.77,PayPal
2025-10-26,57,27,9,4507.2,Credit Card
2024-08-21,56,46,1,325.68,PayPal
2025-08-31,281,15,8,6297.52,Bank Transfer
2025-12-15,324,65,2,1052.42,PayPal
2025-07-08,253,39,5,4554.0,Cash
2024-06-19,476,22,2,115.46,Cash
2025-06-10,217,6,2,228.62,Bank Transfer
2025-10-16,107,99,10,6018.2,Credit Card
2025-08-25,92,42,9,6650.01,Bank Transfer
2025-07-18,362,13,3,1702.83,Credit Card
2024-07-05,319,74,5,3834.65,Bank Transfer
2025-06-28,28,40,2,1436.54,Cash
2025-10-18,153,71,4,654.2,PayPal
2025-07-31,318,40,2,1001.98,Credit Card
2025-10-29,358,86,7,2160.13,PayPal
2024-09-02,27,90,5,492.0,Cash
2025-07-11,407,24,5,4826.3,PayPal
2024-08-14,463,17,9,4660.56,Bank Transfer
2025-01-30,165,16,8,3266.4,PayPal
2025-02-19,359,8,1,779.14,PayPal
2025-02-14,307,12,3,1311.81,PayPal
2024-01-26,23,39,9,2061.27,Cash
2024-12-30,351,96,5,2660.05,PayPal
2024-06-15,69,38,5,4911.4,PayPal
2024-06-25,123,38,5,2749.65,PayPal
2024-07-15,264,20,10,8589.5,Bank Transfer
2025-01-01,456,14,1,363.87,Bank Transfer
2025-01-02,261,67,5,334.6,Cash
2025-02-14,46,3,1,834.65,PayPal
2024-03-19,418,23,6,1736.88,Cash
2025-10-24,417,85,7,4949.35,Credit Card
2024-10-13,362,19,3,1981.98,Bank Transfer
2025-01-10,249,55,3,1532.61,Cash
2025-09-27,341,5,2,1783.74,Bank Transfer
2025-03-03,128,29,2,1262.54,Cash
2024-06-06,93,67,9,5789.16,Bank Transfer
2025-06-06,60,80,1,894.92,Credit Card
2025-01-09,475,84,8,5871.2,Credit Card
2025-08-06,157,58,5,2281.0,PayPal
2025-09-17,228,31,9,394.2,PayPal
2024-03-28,362,72,1,983.95,Credit Card
2024-05-21,255,8,6,4440.54,Bank Transfer
2024-11-10,374,62,7,4678.8,Bank Transfer
2024-10-06,242,98,10,2897.1,Cash
2024-01-22,487,88,7,6003.69,Cash
2025-06-05,21,56,6,5794.92,Credit Card
2023-12-28,379,65,7,5408.41,PayPal
2023-12-27,489,69,1,434.74,Credit Card
2025-01-01,5,41,4,1488.52,Cash
2025-08-28,396,46,5,4173.65,Cash
2025-02-13,380,99,5,4162.95,Cash
2024-04-24,299,69,10,1645.6,PayPal
2024-04-02,303,29,3,561.93,Credit Card
